"team","status","date"
"UNH","Home",2015-03-04
"St Francis (BKN)","Home",2015-03-04
"Robert Morris","Home",2015-03-04
"Bryant","Home",2015-03-04
"Mt St Mary's","Home",2015-03-04
"Morehead State","Home",2015-03-04
"Albany","Home",2015-03-04
"UVM","Home",2015-03-04
"UMass","Home",2015-03-04
"Duke","Home",2015-03-04
"Tulane","Home",2015-03-04
"Pitt","Home",2015-03-04
"Michigan State","Home",2015-03-04
"NJIT","Home",2015-03-04
"Saint Louis","Home",2015-03-04
"UT Pan American","Home",2015-03-04
"Oklahoma State","Home",2015-03-04
"Tulsa","Home",2015-03-04
"Marquette","Home",2015-03-04
"Wyoming","Home",2015-03-04
"UCLA","Home",2015-03-04
"Vanderbilt","Home",2015-03-04
"E Illinois","Home",2015-03-04
"Fresno State","Home",2015-03-04
"Nevada","Home",2015-03-04
"Illinois","Home",2015-03-04
"San Jose State","Home",2015-03-04
"UNLV","Home",2015-03-04
"Oregon State","Home",2015-03-04
"Hawaii","Home",2015-03-04
"Morgan State","Away",2015-03-05
"Niagara","Away",2015-03-05
"Wisconsin","Away",2015-03-05
"Arkansas","Away",2015-03-05
"W Kentucky","Away",2015-03-05
"UAB","Away",2015-03-05
"S Illinois","Away",2015-03-05
"Boston U","Away",2015-03-05
"American U","Away",2015-03-05
"Fairfield","Away",2015-03-05
"Lipscomb","Away",2015-03-05
"USC Upstate","Away",2015-03-05
"Holy Cross","Away",2015-03-05
"Navy","Away",2015-03-05
"Morehead State","Away",2015-03-05
"Temple","Away",2015-03-05
"Mid Tennessee","Away",2015-03-05
"Texas State","Away",2015-03-05
"UT-Arlington","Away",2015-03-05
"Delaware State","Away",2015-03-05
"Southern Miss","Away",2015-03-05
"Marshall","Away",2015-03-05
"Rice","Away",2015-03-05
"Georgia State","Away",2015-03-05
"Norfolk State","Away",2015-03-05
"NC A&T","Away",2015-03-05
"S Carolina St","Away",2015-03-05
"Savannah State","Away",2015-03-05
"Portland State","Away",2015-03-05
"Southern","Away",2015-03-05
"South Alabama","Away",2015-03-05
"Cent Arkansas","Away",2015-03-05
"Houston Baptist","Away",2015-03-05
"Alcorn State","Away",2015-03-05
"Alabama A&M","Away",2015-03-05
"AR-Little Rock","Away",2015-03-05
"Cal","Away",2015-03-05
"Idaho","Away",2015-03-05
"Sacramento St","Away",2015-03-05
"Memphis","Away",2015-03-05
"VCU","Away",2015-03-05
"North Texas","Away",2015-03-05
"Colorado","Away",2015-03-05
"Sam Houston","Away",2015-03-05
"SE Louisiana","Away",2015-03-05
"Northwestern St","Away",2015-03-05
"Alabama State","Away",2015-03-05
"Marist","Away",2015-03-05
"E Washington","Away",2015-03-05
"Abil Christian","Away",2015-03-05
"E Illinois","Away",2015-03-05
"Bradley","Away",2015-03-05
"CS Fullerton","Away",2015-03-05
"CS Northridge","Away",2015-03-05
"UC Riverside","Away",2015-03-05
"Utah","Away",2015-03-05
"Stanford","Away",2015-03-05
"AR-Pine Bluff","Away",2015-03-05
"MD-E Shore","Home",2015-03-05
"Siena","Home",2015-03-05
"Minnesota","Home",2015-03-05
"South Carolina","Home",2015-03-05
"Charlotte","Home",2015-03-05
"FAU","Home",2015-03-05
"Missouri State","Home",2015-03-05
"Lafayette","Home",2015-03-05
"Lehigh","Home",2015-03-05
"St Peter's","Home",2015-03-05
"North Florida","Home",2015-03-05
"FGCU","Home",2015-03-05
"Bucknell","Home",2015-03-05
